Марка и модель,Выигрышная ставка,Записей о продаже,VIN,Пробег,Дата аукциона,Двигатель,Цвет,Коробка передач,Топливо,Привод,Ключи,Состояние,Место продажи,Стоимость ремонта,Рыночная стоимость,Документы,Тип повреждения,Основное повреждение,Второстепенное повреждение,Кузов
2012 Dodge Avenger Sxt,$ 1 200 USD,1,1C3CDZCB5CN221074,81 264 mi(подтвержден),17.05.2024 17:00 UTC,2.4l 4,Синий,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""HOUSTON, TEXAS"",$ 6 499 USD,$ 5 525 USD,TX - SALVAGE VEHICLE TITLE,Столкновение,Повреждение передней части,,
2010 Hyundai Veracruz Gls,$ 1 350 USD,3,KM8NU4CC7AU120777,123 720 mi,17.05.2024 17:00 UTC,3.8l 6,Серебряный,Автоматическая,Бензин,передний привод,Ключи присутствуют,улучшенные транспортные средства,""TULSA, OKLAHOMA"",$ 0 USD,$ 6 125 USD,OK - CERTIFICATE OF TITLE,Дилерские услуги Copart,Повреждение задней части,Механическое повреждение,4-дверный спорт
1986 Oldsmobile Cutlass Supreme,$ 1 400 USD,3,1G3GR69Y9GR303137,56 061 mi(подтвержден),17.05.2024 17:00 UTC,5.0l 8,Синий,Автоматическая,Бензин,задний привод,Ключи присутствуют,заводится и едет,""FLORENCE, GEORGIA"",$ 0 USD,$ 0 USD,GA - CERTIFICATE OF TITLE,Дилерские услуги Copart,Механическое повреждение,Незначительная вмятина/царапины,4-дверный седан
2006 Buick Lacrosse Cx,$ 225 USD,1,2G4WC582961203059,171 308 mi,17.05.2024 17:00 UTC,3.8l 6,Желто-коричневый,Автоматическая,Бензин,передний привод,,улучшенные транспортные средства,""CHICAGO HEIGHTS, ILLINOIS"",$ 13 537 USD,$ 3 725 USD,IL - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,Повреждение задней части,4-дверный седан
2013 Kia Sorento Lx,$ 1 100 USD,1,5XYKTDA21DG375791,121 403 mi(подтвержден),17.05.2024 17:00 UTC,3.5l 6,Белый,Автоматическая,Бензин,Полный привод,Ключи присутствуют,заводится и едет,""TULSA, OKLAHOMA"",$ 0 USD,$ 6 750 USD,OK - CERTIFICATE OF TITLE (P),Дилерские услуги Copart,Механическое повреждение,Повреждение стороны,4-дверный спорт
2015 Chevrolet Tahoe C1500 Lt,$ 6 900 USD,1,1GNSCBKC4FR523956,149 980 mi(подтвержден),17.05.2024 17:00 UTC,5.3l 8,Желто-коричневый,Автоматическая,Бензин,задний привод,Ключи присутствуют,заводится и едет,""FLORENCE, MISSISSIPPI"",$ 16 462 USD,$ 20 425 USD,MS - CERT OF TITLE-SALVAGED,Столкновение,Повсюду,,
2015 Chevrolet Malibu 1lt,$ 1 150 USD,2,1G11C5SL2FF100938,,17.05.2024 17:00 UTC,2.5l 4,Черный,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""FLORENCE, MISSISSIPPI"",$ 0 USD,$ 9 050 USD,MS - CERTIFICATE OF TITLE,Изьятие,Повреждение стороны,,4-дверный седан
2015 Honda Civic Lx,$ 2 650 USD,3,19XFB2F56FE003018,40 162 mi(подтвержден),17.05.2024 17:00 UTC,1.8l 4,Черный,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""TULSA, OKLAHOMA"",$ 7 444 USD,$ 15 500 USD,OK - CERTIFICATE OF TITLE,Материальный ущерб,Повреждение передней части,Повреждение ходовой части,
2020 Chevrolet Equinox Ls,$ 2 050 USD,1,2GNAXHEV8L6277792,45 057 mi(подтвержден),17.05.2024 17:00 UTC,1.5l 4,Черный,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""HOUSTON, TEXAS"",$ 0 USD,$ 18 325 USD,TX - SALVAGE VEHICLE TITLE,Столкновение,Повсюду,Повреждение задней части,
2021 Honda Cr-v Ex,$ 11 700 USD,2,2HKRW2H52MH609746,48 941 mi(подтвержден),17.05.2024 14:00 UTC,1.5l 4,Белый,Автоматическая,Бензин,Полный привод,Ключи присутствуют,двигатель запускается,""NORTH BILLERICA, FLORIDA"",$ 0 USD,$ 0 USD,FL - CERTIFICATE OF DESTRUCTION (P),Дилерские услуги Copart,Повреждение передней части,Повреждение стороны,
2010 Dodge Grand Caravan Se,$ 375 CAD,1,2D4RN4DE2AR292332,256 512 mi(подтвержден),17.05.2024 17:00 UTC,3.3l 6,Синий,Автоматическая,Этанолосодержащий бензин,передний привод,Ключи присутствуют,двигатель запускается,""LONDON, ONTARIO"",$ 8 488 CAD,$ 0 CAD,ON - PERMIT NO BRAND - UNFIT,Столкновение,Повреждение передней части,Повреждение стороны,спортивная версия
2020 Hyundai Elantra Sel,$ 2 050 USD,1,5NPD84LF2LH595832,27 953 mi(подтвержден),17.05.2024 17:00 UTC,2.0l 4,Черный,Автоматическая,Бензин,передний привод,Ключи присутствуют,улучшенные транспортные средства,""CHICAGO HEIGHTS, ILLINOIS"",$ 15 857 USD,$ 21 175 USD,IL - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,Незначительная вмятина/царапины,
2013 Mercedes-benz C 300 4matic,$ 2 750 CAD,1,WDDGF8AB6DA742100,121 883 mi(подтвержден),17.05.2024 17:00 UTC,3.5l 6,Белый,Автоматическая,Бензин,Полный привод,Ключи присутствуют,заводится и едет,""BOWMANVILLE, ONTARIO"",$ 10 777 CAD,$ 0 CAD,ON - PERMIT SALVAGE,Столкновение,Повреждение задней части,,4-дверный седан
2008 Nissan Versa S,$ 1 050 CAD,1,3N1BC13E58L362307,95 004 mi(подтвержден),17.05.2024 17:00 UTC,1.8l 4,Серый,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""LONDON, ONTARIO"",$ 5 210 CAD,$ 0 CAD,ON - PERMIT NO BRAND - UNFIT,Столкновение,Повреждение передней части,Повреждение стороны,хэтчбек
2014 Toyota Matrix Base,$ 2 300 CAD,1,2T1KU4EE2EC134711,267 776 mi(подтвержден),17.05.2024 17:00 UTC,1.8l 4,Белый,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""OTTAWA, ONTARIO"",$ 15 542 CAD,$ 0 CAD,ON - PERMIT SALVAGE,Столкновение,Повреждение передней части,Частичный ремонт,хэтчбек
2004 Toyota Camry Le,$ 525 USD,1,JTDBE30K140278442,228 717 mi,17.05.2024 18:00 UTC,2.4l 4,Белый,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""ANTHONY, NEW MEXICO"",$ 4 943 USD,$ 0 USD,NM - CERT OF TITLE-SALVAGE,Столкновение,Повреждение передней части,,
2012 Chevrolet Equinox Ltz,$ 1 900 USD,1,2GNFLFE55C6174481,96 649 mi(подтвержден),17.05.2024 17:00 UTC,3.0l 6,Белый,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""HOUSTON, TEXAS"",$ 11 817 USD,$ 8 025 USD,TX - SALVAGE VEHICLE TITLE,Столкновение,Повреждение стороны,,4-дверный спорт
2009 Acura Tsx,$ 1 000 CAD,1,JH4CU26629C803282,207 475 mi(подтвержден),17.05.2024 17:00 UTC,2.4l 4,Красный,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""OTTAWA, ONTARIO"",$ 17 958 CAD,$ 0 CAD,ON - PERMIT SALVAGE,Неизвестно,Град,Незначительная вмятина/царапины,4-дверный седан
2016 Gmc Yukon Denali,$ 8 900 USD,1,1GKS1CKJ5GR206440,151 059 mi(подтвержден),17.05.2024 17:00 UTC,6.2l 8,Белый,Автоматическая,Бензин,задний привод,Ключи присутствуют,заводится и едет,""HOUSTON, TEXAS"",$ 12 849 USD,$ 25 225 USD,TX - SALVAGE VEHICLE TITLE,Столкновение,Повреждение передней части,,4-дверный спорт
2007 Hyundai Sonata Gls,$ 375 CAD,1,5NPET46CX7H185127,135 578 mi(подтвержден),17.05.2024 17:00 UTC,2.4l 4,Золотой,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""LONDON, ONTARIO"",$ 5 842 CAD,$ 0 CAD,ON - PERMIT SALVAGE,Столкновение,Повреждение передней части,,4-дверный седан
2011 Volkswagen Jetta Base,$ 250 CAD,2,3VW2K7AJ9BM346306,191 295 mi(подтвержден),17.05.2024 17:00 UTC,2.0l 4,Серебряный,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""BOWMANVILLE, ONTARIO"",$ 5 487 CAD,$ 0 CAD,ON - PERMIT SALVAGE,Столкновение,Повреждение стороны,Повреждение задней части,4-дверный седан
2021 Ford Bronco Sport,$ 11 500 USD,1,3FMCR9A61MRA85085,18 890 mi(подтвержден),17.05.2024 17:00 UTC,1.5l 3,Угольный,Автоматическая,Бензин,4х4 с передним приводом,Ключи присутствуют,заводится и едет,""TULSA, OKLAHOMA"",$ 17 279 USD,$ 25 050 USD,OK - CERT OF TITLE-SALVAGE,Столкновение,Повреждение задней части,,
2008 Dodge Grand Caravan Se,$ 350 CAD,1,2D8HN44H38R602681,280 187 mi(подтвержден),17.05.2024 17:00 UTC,3.3l 6,Серебряный,Автоматическая,Этанолосодержащий бензин,передний привод,Ключи присутствуют,заводится и едет,""BOWMANVILLE, ONTARIO"",$ 4 270 CAD,$ 0 CAD,ON - PERMIT NO BRAND - UNFIT,Столкновение,Повреждение задней части,Повреждение передней части,расширенный
2014 Hyundai Elantra Gt,$ 1 550 USD,1,KMHD35LH6EU165022,142 654 mi(подтвержден),17.05.2024 17:00 UTC,2.0l 4,Серебряный,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""TULSA, OKLAHOMA"",$ 0 USD,$ 8 100 USD,OK - CERT OF TITLE-SALVAGE,Неизвестно,Повреждение передней части,Град,хэтчбек
2012 Kia Rondo,$ 600 CAD,1,KNAHH8C89C7405486,203 646 mi(подтвержден),17.05.2024 17:00 UTC,2.4l 4,Серый,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""BOWMANVILLE, ONTARIO"",$ 6 668 CAD,$ 0 CAD,ON - PERMIT SALVAGE,Столкновение,Повреждение передней части,Повреждение ходовой части,хэтчбек
2013 Ford Focus Se,$ 250 CAD,1,1FADP3F29DL356366,163 859 mi(подтвержден),17.05.2024 17:00 UTC,2.0l 4,Белый,Автоматическая,Бензин,передний привод,Ключи присутствуют,улучшенные транспортные средства,""BOWMANVILLE, ONTARIO"",$ 15 861 CAD,$ 0 CAD,ON - PERMIT SALVAGE,Столкновение,Повреждение передней части,Повреждение стороны,4-дверный седан
2017 Honda Civic Ex,$ 4 700 CAD,1,2HGFC2F88HH040751,104 144 mi(подтвержден),17.05.2024 17:00 UTC,2.0l 4,Черный,Автоматическая,Бензин,передний привод,Ключи присутствуют,двигатель запускается,""BOWMANVILLE, ONTARIO"",$ 16 382 CAD,$ 0 CAD,ON - PERMIT SALVAGE,Столкновение,Повреждение ходовой части,Повреждение стороны,4-дверный седан
2009 Nissan Versa S,$ 825 USD,1,3N1BC13E59L468600,215 020 mi,17.05.2024 17:00 UTC,1.8l 4,Черный,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""TULSA, OKLAHOMA"",$ 2 798 USD,$ 5 313 USD,OK - CERT OF TITLE-SALVAGE,Столкновение,Повреждение передней части,,
2017 Nissan Sentra S,$ 1 300 USD,1,3N1AB7AP3HY307864,91 411 mi(подтвержден),17.05.2024 17:00 UTC,1.8l 4,Черный,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""FLORENCE, MISSISSIPPI"",$ 7 015 USD,$ 9 750 USD,MS - CERTIFICATE OF TITLE - JUNK,Столкновение,Повреждение стороны,,
2016 Mazda 3 Sport,$ 3 150 USD,1,3MZBM1U77GM322360,85 960 mi(подтвержден),17.05.2024 17:00 UTC,2.0l 4,Красный,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""BRIDGETON, MISSOURI"",$ 11 635 USD,$ 10 625 USD,MO - SALVAGE CERTIFICATE OF TITLE,Столкновение,Повреждение задней части,,4-дверный седан
